pages_visited,time_spent,scroll_depth,category_match,intent_score,comparison_count,product_views,intent_velocity,reread_score,engagement_depth,hover_rate,max_scroll_depth,category_affinity_strength,clicked
5,256,0.75,1,0.65,3,5,0.108,0.75,0.5,2.14,0.77,0.92,1
15,328,1.0,0,0.52,0,1,0.298,0.97,0.03,5.01,1.0,0.0,0
7,60,0.17,1,0.44,1,5,-0.085,0.13,0.95,5.27,0.28,0.44,0
15,174,0.91,0,0.46,3,2,0.006,0.0,0.24,3.52,1.0,0.02,0
14,66,0.81,0,0.6,1,1,-0.09,0.15,0.97,4.87,1.0,0.11,1
5,136,0.24,0,0.45,4,1,0.18,0.76,0.69,3.08,0.44,0.16,0
2,38,0.59,0,0.33,0,1,0.019,0.29,0.45,7.32,0.86,0.15,0
4,543,0.94,0,0.55,2,2,-0.005,0.83,0.37,0.68,0.99,0.03,0
14,146,0.46,1,0.63,1,4,0.042,0.96,0.5,1.48,0.54,0.75,0
13,543,0.68,1,0.65,2,4,-0.084,0.05,0.51,4.6,0.7,0.9,0
5,518,0.48,0,0.55,2,0,0.23,0.76,0.51,2.25,0.51,0.18,0
9,590,0.18,0,0.47,3,5,0.016,0.24,0.33,3.55,0.26,0.19,0
12,220,0.4,1,0.6,4,0,0.244,0.51,0.71,5.31,0.5,0.84,0
8,513,0.94,0,0.57,4,1,0.048,0.88,0.12,1.73,1.0,0.17,0
4,499,0.62,0,0.44,0,3,-0.075,0.29,0.33,2.91,0.8,0.17,0
8,276,0.93,0,0.48,0,3,0.071,0.2,0.56,6.3,1.0,0.02,0
6,35,0.93,1,0.47,3,3,0.005,0.73,0.02,2.41,1.0,0.64,1
4,69,0.94,0,0.48,0,1,0.011,0.5,0.93,6.55,1.0,0.06,0
13,301,0.39,0,0.61,2,2,0.269,0.8,0.96,3.39,0.58,0.04,0
11,500,0.71,0,0.68,3,3,0.104,0.56,0.78,2.85,0.97,0.2,1
9,432,0.77,0,0.48,1,0,0.089,0.37,0.33,3.77,0.79,0.02,0
4,233,0.42,0,0.4,0,4,0.173,0.24,0.07,5.44,0.54,0.12,0
9,564,0.38,1,0.5,0,0,0.047,0.79,0.55,4.78,0.58,0.56,1
7,296,0.1,0,0.35,1,5,0.171,0.24,0.22,4.57,0.28,0.12,1
11,246,0.57,0,0.54,4,1,0.277,0.99,0.06,4.26,0.76,0.06,0
2,427,0.78,0,0.58,0,2,0.253,0.88,0.8,5.91,0.91,0.06,1
3,419,0.46,0,0.48,1,3,0.023,0.85,0.26,5.19,0.6,0.15,0
7,421,0.28,1,0.57,5,2,0.107,0.68,0.55,3.55,0.46,0.73,1
8,95,0.34,0,0.5,3,4,-0.013,0.79,0.62,2.68,0.62,0.07,0
3,205,0.63,0,0.42,1,3,0.217,0.58,0.01,4.44,0.63,0.05,0
7,536,0.11,1,0.67,5,4,-0.027,0.14,0.78,1.17,0.38,0.74,1
7,578,0.52,0,0.44,0,1,0.087,0.23,0.71,6.19,0.58,0.14,0
8,313,0.72,0,0.5,2,3,0.101,0.05,0.27,2.64,1.0,0.14,0
13,465,0.68,0,0.62,5,2,0.23,0.46,0.39,5.42,0.88,0.07,1
7,495,0.67,0,0.63,2,4,0.006,0.97,0.92,1.32,0.75,0.08,0
4,262,0.81,0,0.48,0,2,-0.04,0.98,0.51,3.54,0.86,0.02,1
6,89,0.65,0,0.52,4,2,0.168,0.66,0.8,3.27,0.68,0.05,0
6,55,0.57,1,0.45,1,1,0.233,0.71,0.5,7.43,0.76,0.8,0
11,53,0.79,1,0.68,1,4,-0.062,0.4,0.92,5.95,0.83,0.98,1
1,377,0.19,0,0.5,1,1,0.084,0.84,0.78,7.35,0.37,0.07,0
3,489,0.07,0,0.45,3,0,0.283,0.8,0.22,7.23,0.12,0.01,1
8,495,0.74,0,0.42,2,0,-0.012,0.43,0.01,6.01,0.96,0.08,0
13,210,0.83,0,0.52,3,1,0.287,0.15,0.28,0.66,0.86,0.06,1
7,426,0.38,0,0.37,1,1,-0.02,0.09,0.41,2.85,0.64,0.08,0
6,351,0.19,0,0.45,1,0,0.17,0.41,0.89,5.98,0.33,0.14,1
6,452,0.57,0,0.65,4,0,0.028,0.96,0.77,7.77,0.58,0.1,0
12,212,0.82,0,0.52,2,1,0.13,0.23,0.7,1.85,1.0,0.05,0
6,88,0.88,0,0.36,3,0,0.259,0.58,0.19,6.89,1.0,0.05,1
11,276,0.44,0,0.49,2,5,0.272,0.33,0.11,0.2,0.6,0.06,0
2,335,0.72,0,0.45,0,1,-0.061,0.61,0.19,3.13,0.88,0.05,1
4,11,0.35,0,0.32,2,2,-0.023,0.7,0.05,4.62,0.56,0.02,0
8,464,0.08,0,0.49,0,3,-0.096,0.97,0.27,0.49,0.27,0.14,1
15,234,0.87,0,0.62,5,4,0.198,0.09,0.64,6.77,1.0,0.11,0
6,42,0.39,1,0.5,5,1,0.287,0.77,0.24,6.11,0.42,0.78,0
10,90,0.79,0,0.46,4,1,-0.001,0.65,0.49,1.7,0.97,0.13,0
14,268,0.74,0,0.64,2,5,0.187,0.63,0.93,6.96,0.75,0.07,0
8,26,0.68,0,0.32,3,2,-0.097,0.26,0.18,0.1,0.94,0.06,0
3,465,0.16,0,0.45,1,3,-0.09,0.13,0.93,5.05,0.36,0.16,0
9,25,0.75,0,0.41,4,1,0.074,0.0,0.65,4.72,0.76,0.16,0
1,206,0.99,0,0.55,1,0,0.111,0.34,0.84,5.35,1.0,0.09,0
13,55,0.13,0,0.53,3,1,0.179,0.51,0.88,0.8,0.33,0.09,0
15,415,0.34,0,0.57,3,3,-0.019,0.32,0.59,3.12,0.35,0.02,1
1,367,0.87,1,0.54,0,0,0.047,0.24,0.93,6.67,1.0,0.62,1
11,183,0.38,0,0.54,2,0,0.07,0.75,0.88,5.78,0.39,0.09,1
3,120,0.52,0,0.41,3,2,0.1,0.61,0.37,7.88,0.67,0.14,0
4,554,0.27,0,0.47,4,4,0.088,0.12,0.35,6.18,0.39,0.04,0
7,596,0.17,0,0.51,3,0,0.131,0.57,0.96,4.6,0.28,0.05,0
4,573,0.5,0,0.59,2,3,0.112,0.52,0.74,6.26,0.57,0.05,1
12,180,0.1,0,0.5,2,4,0.282,0.25,0.5,0.91,0.28,0.08,0
5,382,0.17,0,0.34,1,1,-0.045,0.22,0.44,3.68,0.24,0.18,0
11,288,0.7,0,0.51,3,2,0.235,0.64,0.06,2.61,0.94,0.13,0
10,85,0.49,0,0.44,1,5,0.021,0.3,0.32,2.8,0.55,0.02,0
1,149,0.9,0,0.44,0,1,0.106,0.73,0.19,4.73,1.0,0.13,1
10,267,0.24,1,0.51,3,4,0.051,0.83,0.46,0.04,0.41,0.52,1
5,238,0.79,0,0.52,2,2,0.221,0.06,0.72,0.13,0.96,0.16,1
4,362,0.31,0,0.37,0,0,-0.057,0.52,0.07,4.37,0.49,0.08,0
2,224,0.96,0,0.53,2,2,-0.002,0.45,0.95,1.68,1.0,0.18,1
12,516,0.09,0,0.55,3,2,0.058,0.64,0.87,6.7,0.15,0.03,0
6,336,0.32,0,0.39,0,1,0.285,0.83,0.34,2.01,0.62,0.14,0
10,296,0.05,0,0.44,0,3,-0.002,0.3,0.28,3.06,0.3,0.19,0
11,55,0.73,0,0.49,0,1,0.271,0.53,0.99,0.41,0.75,0.02,1
5,92,0.75,0,0.35,1,1,0.016,0.11,0.34,0.54,0.75,0.18,0
14,92,0.55,0,0.38,2,2,-0.051,0.22,0.2,3.14,0.84,0.03,0
13,73,0.36,0,0.35,2,4,-0.053,0.65,0.1,2.99,0.49,0.03,0
12,316,0.61,0,0.44,4,0,0.157,0.1,0.28,4.56,0.66,0.1,0
13,91,0.26,0,0.49,2,5,0.181,0.9,0.58,4.64,0.41,0.08,0
14,171,0.83,0,0.57,3,2,0.256,0.15,0.62,4.05,0.84,0.06,0
9,405,0.43,0,0.42,4,0,0.176,0.15,0.19,6.39,0.62,0.13,0
10,109,0.92,0,0.6,2,5,0.156,0.12,0.91,2.51,1.0,0.02,0
2,200,0.11,0,0.38,0,0,-0.059,0.4,0.88,6.14,0.2,0.04,0
1,133,0.19,0,0.4,1,1,-0.03,0.39,0.83,5.04,0.41,0.2,0
13,264,0.2,0,0.45,3,0,0.225,0.47,0.03,6.18,0.36,0.04,0
11,553,0.52,1,0.51,3,5,0.058,0.47,0.05,4.31,0.73,0.9,1
6,187,0.8,1,0.44,0,0,-0.004,0.22,0.04,6.33,1.0,0.78,0
12,509,0.97,0,0.6,3,1,0.038,0.18,0.35,7.08,1.0,0.16,0
4,187,0.51,0,0.42,1,4,0.12,0.7,0.22,5.26,0.76,0.16,1
7,201,0.97,0,0.59,3,4,0.16,0.52,0.48,7.87,1.0,0.04,1
15,472,0.78,0,0.52,4,4,0.141,0.58,0.07,0.65,0.85,0.12,1
4,331,0.29,1,0.57,0,2,-0.097,0.47,0.85,5.24,0.5,0.56,1
13,309,0.59,0,0.63,4,4,0.217,0.4,0.78,3.65,0.79,0.14,0
4,564,0.94,1,0.57,4,2,-0.071,0.78,0.26,2.24,1.0,0.82,1
6,349,0.15,0,0.39,1,5,-0.086,0.33,0.07,2.35,0.4,0.04,0
12,106,0.07,0,0.52,2,2,-0.057,0.23,0.86,7.45,0.19,0.15,1
14,348,0.75,0,0.54,3,1,0.099,0.92,0.14,1.9,0.83,0.17,0
13,482,0.87,0,0.52,5,1,0.253,0.83,0.17,5.07,1.0,0.03,1
13,543,0.83,0,0.73,4,1,0.041,0.86,0.67,5.93,1.0,0.18,1
15,170,0.47,0,0.72,4,3,-0.002,0.86,0.89,1.74,0.57,0.12,1
2,21,1.0,0,0.37,0,0,-0.078,0.43,0.77,6.25,1.0,0.13,0
15,550,0.14,1,0.55,1,5,0.067,0.55,0.37,0.74,0.38,0.39,1
12,263,0.07,0,0.42,0,1,0.107,0.97,0.06,5.08,0.1,0.09,0
13,70,0.32,0,0.29,3,0,-0.016,0.13,0.02,1.5,0.5,0.1,0
5,137,0.15,0,0.27,0,0,0.222,0.29,0.4,0.53,0.27,0.02,0
6,471,0.59,0,0.64,5,3,0.204,1.0,0.68,1.02,0.63,0.19,0
12,480,0.17,1,0.61,3,0,0.184,0.8,0.6,6.07,0.2,0.65,0
8,507,0.45,0,0.52,2,0,-0.013,0.48,0.66,1.03,0.67,0.11,0
10,472,0.66,1,0.49,0,2,0.103,0.22,0.27,0.94,0.9,0.54,0
13,91,0.66,0,0.59,5,1,0.012,0.54,0.9,0.24,0.9,0.08,0
4,114,0.38,0,0.44,2,4,0.033,0.19,0.57,6.14,0.53,0.07,0
1,375,0.91,0,0.45,0,0,0.133,0.45,0.67,2.53,1.0,0.05,0
8,13,0.18,0,0.39,3,5,-0.07,0.36,0.46,5.25,0.2,0.14,0
6,349,0.77,0,0.53,2,2,0.275,0.85,0.45,7.51,0.97,0.12,0
9,543,0.56,0,0.68,1,5,0.186,0.73,0.97,6.39,0.8,0.01,0
1,288,0.07,0,0.26,1,1,0.204,0.07,0.12,1.39,0.3,0.14,0
12,20,0.9,0,0.43,0,5,0.294,0.55,0.41,0.65,0.98,0.19,0
13,304,0.34,1,0.55,3,0,0.178,0.56,0.41,0.66,0.62,0.65,1
4,165,0.36,0,0.45,2,2,-0.01,0.75,0.46,1.08,0.59,0.08,0
14,499,0.67,0,0.57,5,0,0.202,0.64,0.06,6.38,0.75,0.2,0
10,517,0.94,0,0.59,2,3,0.237,0.16,0.47,2.26,1.0,0.02,1
2,528,0.45,0,0.48,0,0,-0.001,0.81,0.92,5.51,0.74,0.1,0
10,87,0.9,0,0.53,0,1,0.008,0.9,0.46,1.58,1.0,0.18,0
1,343,0.25,1,0.43,0,0,-0.018,0.07,0.34,0.87,0.29,0.71,1
3,33,0.41,1,0.45,1,3,0.16,0.2,0.78,2.88,0.56,0.35,1
11,439,0.79,0,0.64,1,5,0.202,0.82,0.56,5.36,0.92,0.02,1
11,325,0.68,0,0.59,5,4,0.024,0.73,0.41,5.61,0.87,0.17,1
13,329,0.56,1,0.58,4,1,0.188,0.62,0.06,0.85,0.61,0.87,0
3,201,0.18,1,0.51,2,1,0.23,0.51,0.69,7.59,0.28,0.53,1
1,349,0.08,0,0.39,1,0,0.249,0.72,0.51,4.69,0.32,0.16,0
14,306,0.92,0,0.64,2,5,0.18,0.49,0.48,2.28,1.0,0.08,1
5,442,0.32,0,0.53,3,0,0.055,0.53,0.51,1.09,0.34,0.09,0
6,378,0.81,0,0.53,4,1,0.214,0.82,0.56,7.23,0.96,0.16,1
2,27,0.89,0,0.48,1,0,0.244,0.25,0.98,5.85,0.97,0.01,1
14,232,0.18,0,0.47,2,3,-0.088,0.56,0.4,1.09,0.37,0.14,1
7,63,0.26,1,0.65,5,1,0.2,0.98,0.78,2.38,0.37,0.72,1
5,163,0.49,0,0.49,1,5,0.27,0.43,0.79,4.0,0.66,0.08,0
5,367,0.73,0,0.49,3,5,0.103,0.12,0.45,1.54,0.84,0.14,0
11,152,0.47,0,0.45,1,1,0.24,0.93,0.28,0.19,0.5,0.19,0
3,492,0.42,0,0.29,2,0,0.207,0.28,0.04,5.83,0.56,0.13,0
7,241,0.53,0,0.49,0,2,-0.097,0.14,0.87,1.05,0.82,0.03,0
11,351,0.61,0,0.68,4,5,0.279,0.44,0.93,3.36,0.66,0.04,1
5,227,0.92,0,0.66,5,3,-0.023,0.79,0.72,4.16,0.99,0.08,1
14,357,0.16,1,0.54,3,0,0.096,0.76,0.07,1.55,0.16,0.48,0
15,587,0.68,1,0.6,2,1,0.25,0.07,0.9,3.81,0.79,0.55,1
4,72,0.58,0,0.55,4,2,-0.079,0.62,0.84,3.74,0.65,0.2,0
15,286,0.94,0,0.63,4,2,-0.079,0.98,0.16,5.52,1.0,0.12,0
9,157,0.44,0,0.4,0,4,-0.076,0.15,0.03,5.24,0.65,0.17,0
10,290,0.38,0,0.53,5,5,0.029,0.41,0.04,1.88,0.45,0.16,0
9,480,0.95,1,0.56,2,3,0.216,0.03,0.17,0.11,0.98,0.68,0
15,294,0.94,1,0.56,0,1,0.282,0.73,0.12,1.77,1.0,0.61,1
11,362,0.54,0,0.55,2,2,0.173,0.34,0.99,4.7,0.77,0.06,0
15,453,0.22,0,0.5,3,4,0.017,0.39,0.45,4.01,0.29,0.11,0
3,45,0.34,0,0.25,1,2,0.206,0.32,0.05,7.64,0.63,0.03,0
11,203,0.93,0,0.63,1,4,0.262,0.11,0.78,7.37,1.0,0.09,0
15,578,0.69,0,0.67,4,4,0.194,0.86,0.7,6.69,0.9,0.06,1
13,93,0.1,0,0.47,3,3,0.156,0.98,0.29,0.73,0.29,0.05,0
15,329,0.26,1,0.61,0,1,0.011,0.21,0.84,3.45,0.4,0.77,0
15,269,0.98,0,0.52,3,4,-0.094,0.44,0.29,3.86,1.0,0.08,0
8,387,0.42,0,0.46,3,5,0.261,0.14,0.05,7.77,0.59,0.19,0
4,355,0.79,0,0.68,2,3,0.256,0.99,0.99,1.23,0.83,0.01,1
9,594,0.38,1,0.55,2,1,-0.043,0.3,0.34,3.11,0.56,0.71,0
15,346,0.92,0,0.71,1,3,0.161,0.05,0.95,0.25,1.0,0.16,0
7,351,0.67,0,0.58,4,2,0.073,0.94,0.27,7.12,0.71,0.17,0
1,515,0.81,0,0.45,0,1,0.009,0.38,0.83,6.3,0.94,0.01,1
10,86,0.74,0,0.43,2,2,-0.021,0.56,0.08,5.83,0.94,0.1,0
14,86,0.91,0,0.61,5,3,0.22,0.83,0.74,2.04,1.0,0.09,1
13,557,0.74,0,0.5,2,1,0.096,0.36,0.23,0.51,0.83,0.15,0
7,217,0.72,1,0.6,1,0,0.153,0.14,0.71,4.61,0.93,0.93,1
6,581,0.8,0,0.6,5,0,-0.015,0.97,0.66,0.05,0.8,0.19,0
7,469,0.93,0,0.57,2,5,0.006,0.73,0.46,5.57,1.0,0.06,0
4,595,0.13,1,0.65,2,2,0.076,0.4,0.92,6.55,0.16,0.95,1
7,415,0.87,0,0.49,3,0,0.125,0.13,0.5,5.9,1.0,0.03,1
6,194,0.12,0,0.46,2,4,0.149,0.52,0.53,4.75,0.23,0.2,0
5,150,0.21,1,0.56,5,5,0.122,0.69,0.41,4.86,0.34,0.63,1
7,287,0.08,1,0.49,3,1,0.022,0.86,0.43,4.67,0.19,0.86,1
4,96,0.57,0,0.32,4,1,-0.003,0.02,0.08,7.37,0.63,0.13,0
9,336,0.38,0,0.5,2,1,0.179,0.36,0.57,0.83,0.53,0.04,0
6,470,0.72,0,0.57,2,0,0.275,0.96,0.88,1.6,0.88,0.14,1
6,411,0.96,0,0.62,3,1,0.163,0.2,0.84,5.7,1.0,0.14,0
5,74,0.49,0,0.26,1,2,0.278,0.39,0.05,0.98,0.65,0.12,0
12,447,0.17,0,0.6,4,2,0.154,0.42,0.95,4.74,0.43,0.19,0
14,375,0.84,1,0.68,4,3,-0.024,0.48,0.73,4.85,0.99,0.87,1
15,511,0.82,0,0.72,0,5,0.215,0.62,0.86,5.93,1.0,0.04,0
2,136,0.17,0,0.34,1,2,-0.07,0.04,0.27,2.81,0.43,0.17,0
7,192,0.19,0,0.36,2,3,0.063,0.63,0.24,1.7,0.22,0.01,0
3,397,0.17,1,0.4,0,2,-0.094,0.05,0.49,2.51,0.24,0.89,1
3,67,0.18,0,0.39,2,1,0.201,0.35,0.49,2.95,0.26,0.04,0
9,60,0.86,0,0.44,4,4,0.216,0.02,0.26,0.03,1.0,0.0,0
2,575,0.22,1,0.56,2,2,-0.003,0.93,0.76,3.91,0.42,0.45,1
8,412,0.11,0,0.4,2,3,0.279,0.34,0.31,7.41,0.15,0.19,0
7,113,0.37,0,0.58,4,1,0.219,0.58,0.87,4.86,0.58,0.14,0
6,65,0.94,0,0.48,2,1,0.155,0.57,0.44,3.78,0.97,0.19,0
3,299,0.82,0,0.45,1,0,0.233,0.6,0.6,0.35,0.96,0.14,0
6,253,0.59,0,0.44,2,3,0.167,0.09,0.29,1.45,0.83,0.08,0
1,405,0.86,0,0.52,1,0,-0.082,0.72,0.83,1.52,1.0,0.08,1
3,581,0.82,0,0.55,0,2,-0.041,0.69,0.98,5.66,0.95,0.09,0
8,412,0.73,0,0.55,1,3,0.103,0.85,0.51,7.06,0.8,0.06,1
15,228,0.23,0,0.55,1,0,-0.094,0.59,0.9,5.32,0.46,0.2,0
7,492,0.94,0,0.52,2,3,0.048,0.41,0.48,4.42,1.0,0.13,0
7,226,0.26,0,0.58,3,2,0.159,0.97,0.67,6.85,0.47,0.19,1
12,425,0.75,0,0.68,3,2,0.098,0.31,0.99,0.54,0.85,0.02,0
7,587,0.69,0,0.61,4,2,0.265,0.41,0.79,0.1,0.8,0.14,1
3,588,0.85,0,0.43,2,1,-0.065,0.56,0.18,7.1,1.0,0.15,0
10,382,0.85,0,0.43,5,1,-0.008,0.4,0.05,0.56,0.91,0.06,0
8,52,0.57,0,0.33,3,1,-0.028,0.56,0.12,4.96,0.64,0.13,0
11,199,0.63,0,0.56,5,2,-0.087,0.72,0.67,7.55,0.68,0.08,0
8,447,0.69,1,0.59,2,1,0.141,0.92,0.47,7.47,0.89,0.51,1
10,29,0.1,0,0.49,4,1,0.024,0.4,0.98,3.02,0.39,0.11,0
1,583,0.65,1,0.59,1,0,0.252,0.74,0.91,0.13,0.71,0.71,0
3,589,0.5,0,0.5,3,1,-0.016,0.91,0.14,3.58,0.56,0.05,0
15,427,0.93,1,0.84,4,5,-0.034,0.96,0.73,2.16,1.0,0.85,1
5,445,0.45,0,0.55,2,0,0.275,0.3,0.73,3.09,0.48,0.2,0
9,567,0.42,1,0.79,4,5,0.109,0.47,0.98,7.74,0.64,0.72,1
13,256,0.7,0,0.56,5,5,0.264,0.36,0.52,3.42,0.94,0.08,0
5,53,0.86,0,0.46,1,5,0.162,0.87,0.54,4.36,1.0,0.12,0
10,74,0.81,1,0.57,1,3,0.286,0.6,0.79,5.05,1.0,0.86,1
3,168,0.93,1,0.49,3,1,-0.062,0.76,0.18,0.05,0.94,0.71,1
15,204,0.28,0,0.53,5,5,-0.013,0.07,0.77,4.75,0.53,0.03,0
9,441,0.51,0,0.57,0,1,0.149,0.6,0.9,7.59,0.52,0.15,1
15,594,0.71,0,0.63,5,0,0.176,0.66,0.64,6.01,0.71,0.08,0
4,183,0.94,0,0.51,4,1,0.003,0.22,0.86,7.28,1.0,0.07,1
8,316,0.46,0,0.53,3,5,-0.077,0.72,0.55,0.09,0.49,0.11,1
5,59,0.09,0,0.51,5,5,0.108,0.86,0.55,5.82,0.16,0.14,1
4,176,0.16,0,0.37,0,0,0.05,0.6,0.71,1.42,0.36,0.11,0
6,196,0.73,0,0.35,2,1,0.162,0.04,0.16,1.76,0.85,0.09,0
9,225,0.21,0,0.49,5,0,-0.059,0.76,0.4,4.04,0.33,0.2,0
9,426,0.75,0,0.52,0,1,0.028,0.33,0.51,7.0,1.0,0.09,1
1,592,0.33,0,0.44,1,0,0.156,0.02,0.95,0.1,0.47,0.12,1
11,355,0.08,1,0.45,2,0,0.111,0.5,0.16,2.33,0.18,0.34,1
7,467,0.63,0,0.33,0,4,0.162,0.23,0.02,3.6,0.64,0.06,0
4,334,0.36,0,0.39,0,3,0.261,0.44,0.45,4.76,0.63,0.19,1
1,125,0.85,0,0.46,0,0,-0.096,0.11,0.75,0.51,1.0,0.01,0
9,36,0.12,0,0.37,0,2,-0.088,0.3,0.4,0.51,0.31,0.13,0
8,84,0.73,0,0.63,5,3,0.009,0.35,0.81,3.52,0.87,0.11,0
2,172,0.9,0,0.32,1,0,0.079,0.66,0.03,5.08,1.0,0.02,0
9,128,0.6,1,0.52,0,2,0.228,0.34,0.41,6.37,0.87,0.61,1
6,137,0.3,1,0.52,0,0,0.094,0.57,0.79,3.6,0.42,0.35,0
8,46,0.17,0,0.38,1,4,-0.098,0.7,0.35,1.84,0.22,0.17,0
6,199,0.74,0,0.53,2,5,0.135,0.69,0.53,4.19,0.76,0.16,0
3,474,0.96,0,0.45,1,1,0.151,0.34,0.47,5.48,1.0,0.14,0
10,253,0.6,0,0.52,3,1,0.186,0.8,0.31,3.07,0.72,0.05,1
9,243,0.35,0,0.38,5,2,-0.048,0.24,0.08,5.86,0.58,0.09,0
8,259,0.37,1,0.58,1,1,0.243,0.89,0.94,5.05,0.66,0.59,1
1,124,0.3,0,0.36,0,1,0.059,0.2,0.88,7.88,0.56,0.04,0
9,434,0.22,0,0.48,2,3,-0.087,0.28,0.36,6.39,0.29,0.18,0
5,302,0.94,0,0.45,0,3,0.036,0.89,0.26,7.93,0.97,0.13,0
11,572,0.55,0,0.71,5,2,0.051,0.51,0.9,0.6,0.64,0.02,1
8,182,0.91,0,0.59,2,1,0.135,0.88,0.99,1.39,1.0,0.04,0
10,545,0.89,0,0.74,5,4,0.225,0.36,0.85,0.49,1.0,0.05,0
13,546,0.26,0,0.51,4,1,0.267,0.9,0.05,7.66,0.34,0.05,0
1,520,0.14,0,0.37,1,0,0.197,0.54,0.68,7.83,0.22,0.04,0
2,280,0.65,0,0.52,1,2,0.197,0.39,0.73,3.02,0.65,0.08,0
10,109,0.89,0,0.59,0,4,0.265,0.6,0.7,0.3,0.93,0.08,1
2,363,0.6,0,0.36,0,1,-0.099,0.73,0.19,3.32,0.63,0.15,0
3,576,0.93,0,0.45,3,1,0.156,0.11,0.17,4.43,1.0,0.15,0
6,42,0.86,0,0.52,3,4,0.142,0.64,0.96,4.04,1.0,0.01,1
2,289,0.85,0,0.48,1,0,0.157,0.22,0.49,1.97,0.89,0.01,0
3,536,0.72,0,0.57,2,3,0.29,0.66,0.7,1.71,0.97,0.15,0
1,353,0.35,1,0.41,1,0,0.056,0.43,0.47,5.76,0.49,0.56,1
11,553,0.15,0,0.51,2,1,0.128,0.98,0.34,6.47,0.15,0.17,0
11,424,0.64,1,0.56,3,5,-0.094,0.62,0.21,2.46,0.93,0.31,0
13,180,0.13,0,0.5,2,1,0.056,0.66,0.38,6.71,0.16,0.11,1
5,358,0.6,0,0.5,2,4,0.153,0.32,0.37,2.69,0.62,0.05,0
10,343,0.09,0,0.54,3,5,0.271,0.77,0.32,7.17,0.22,0.11,0
12,163,0.36,0,0.48,2,5,0.12,0.29,0.46,4.74,0.41,0.02,0
3,166,0.86,1,0.64,1,2,0.125,0.76,0.99,2.62,1.0,0.85,1
14,582,0.64,0,0.58,1,5,0.107,0.27,0.44,0.47,0.68,0.07,0
5,151,0.44,0,0.5,3,2,-0.011,0.69,0.34,5.66,0.66,0.19,0
4,346,0.2,0,0.33,0,2,-0.048,0.43,0.17,2.17,0.29,0.03,0
5,422,0.12,0,0.45,3,4,0.098,0.45,0.52,5.21,0.28,0.18,0
9,47,0.32,1,0.63,4,0,0.092,0.8,0.81,0.39,0.53,0.99,0
1,521,0.82,0,0.55,0,1,-0.0,0.65,0.87,0.43,0.91,0.0,1
4,487,0.92,0,0.45,1,0,-0.087,0.24,0.42,5.8,1.0,0.1,0
4,431,0.37,0,0.46,3,2,0.043,0.3,0.62,0.47,0.66,0.02,0
5,211,0.39,0,0.34,0,0,0.261,0.14,0.62,4.59,0.61,0.05,0
13,143,0.23,0,0.63,5,0,-0.018,0.68,0.98,2.49,0.3,0.06,1
1,151,0.41,0,0.4,0,1,-0.094,0.44,0.72,2.56,0.42,0.16,0
7,165,0.15,0,0.58,3,2,0.125,0.24,0.99,5.29,0.43,0.18,0
1,183,0.6,0,0.4,1,1,0.267,0.34,0.67,1.26,0.62,0.1,0
2,169,0.41,0,0.48,1,2,0.295,0.56,0.89,4.73,0.46,0.19,0
2,398,0.69,0,0.51,2,0,0.2,0.7,0.28,6.69,0.79,0.2,0
13,334,0.19,0,0.43,0,0,0.003,0.97,0.17,6.98,0.44,0.08,0
8,14,0.8,0,0.3,3,3,0.14,0.35,0.05,7.15,0.95,0.09,0
11,238,0.45,0,0.59,5,2,0.261,0.74,0.91,5.58,0.49,0.06,0
12,38,0.84,0,0.45,2,5,0.24,0.04,0.25,3.31,0.99,0.06,0
3,94,0.42,0,0.43,3,2,0.237,0.49,0.29,1.43,0.5,0.18,0
13,580,0.77,0,0.63,4,2,0.268,0.96,0.68,3.38,0.92,0.19,1
8,117,0.71,0,0.52,3,5,0.067,0.86,0.41,7.89,0.82,0.11,0
7,261,0.44,1,0.5,4,2,0.025,0.7,0.12,7.25,0.44,0.71,1
3,272,0.91,0,0.55,1,2,0.058,0.4,0.59,0.65,1.0,0.14,0
12,324,0.58,0,0.54,3,4,0.094,0.3,0.48,6.03,0.81,0.12,1
10,440,0.93,1,0.59,1,3,0.151,0.26,0.2,4.57,0.95,0.83,0
7,261,0.18,0,0.55,0,1,0.093,0.41,0.92,6.13,0.18,0.08,0
2,589,0.83,0,0.49,0,1,0.298,0.65,0.84,2.9,1.0,0.16,0
3,202,0.06,0,0.47,3,3,-0.018,0.74,0.49,2.99,0.12,0.06,0
13,71,0.05,1,0.43,0,5,-0.086,0.86,0.16,1.63,0.14,0.52,0
5,395,0.25,1,0.59,1,5,0.19,0.79,0.84,0.65,0.49,0.78,0
14,558,0.05,0,0.57,5,5,0.188,0.33,0.67,3.3,0.3,0.01,0
11,70,0.72,0,0.53,1,4,0.205,0.47,0.8,0.24,0.75,0.08,1
11,316,0.51,0,0.61,5,1,-0.037,0.95,0.33,4.12,0.66,0.04,0
1,182,0.68,0,0.36,0,0,0.096,0.22,0.63,1.58,0.86,0.13,0
6,134,0.85,0,0.55,5,2,0.066,0.83,0.58,2.74,0.98,0.01,0
1,472,0.8,0,0.48,1,1,-0.039,0.85,0.62,6.36,0.84,0.1,0
9,248,0.53,0,0.46,0,5,-0.07,0.12,0.59,3.53,0.8,0.11,0
7,365,0.47,0,0.43,1,4,0.261,0.17,0.13,7.57,0.72,0.17,0
12,582,0.68,1,0.72,1,4,0.022,0.86,0.58,2.37,0.69,0.87,1
